gene.symbol	A.1	A.2	A.3	A.4	B.1	B.2	B.3	B.4	C.1	C.2	C.3	C.4	D.1	D.2	D.3	D.4
EDN1	2.92383029363636	2.93296453	2.87904425909091	3.00229318363636	1.49501859545454	1.57688259636364	1.43959845818182	1.54298339727273	2.61782318909091	2.57879022727273	2.70047623	2.51395940181818	2.28645351090909	2.14628882636363	2.23156748636363	2.16469406818182
DGKG	6.42883025363637	6.4312426	6.68467360909091	6.57943671363636	-0.227298104545458	-0.143354743636362	-0.0987506718181805	-0.204869872727272	2.37885744909091	2.39368455727273	2.50286651	2.43550359181818	0.784799050909093	0.698152916363636	0.705209026363637	0.719806578181817
DLG4	2.65403040363637	2.67814184	2.67033216909091	2.69498262363636	-1.66791598454546	-1.69790348363636	-1.69840907181818	-1.68706908272727	0.540166009090907	0.60085125727273	0.604517269999999	0.557260591818178	-0.902709409090907	-0.987517343636366	-0.949583423636366	-0.897139941818182
ERN1	1.24052281363636	1.22527798	1.23055348909091	1.26895042363636	3.48990565545454	3.55464667636364	3.53495215818182	3.49458343727273	1.49527595909091	1.48265294727273	1.5390029	1.55723809181818	2.50180371090909	2.47012708636364	2.55150519636364	2.54052945818182
CSNK2A2	1.53489461363636	1.52259987	1.56997176909091	1.59502818363636	2.14022307545454	2.19326377636364	2.20566155818182	2.24926150727273	1.68535099909091	1.69798484727273	1.72894517	1.74361953181818	2.47198327090909	2.44150751636364	2.44807733636364	2.53261862818182
CSK	1.90613519363637	1.89202586	1.92291407909091	1.93396324363636	3.02762978545454	3.06067429636364	3.21270947818182	3.14487184727273	2.24457530909091	2.37635254727273	2.32293126	2.31231115181818	3.33628803090909	2.68854567636363	2.77028510636363	2.85183315818182
EPHA7	7.62566449363636	7.68039787	7.70505803909091	7.76716031363636	3.80776556545455	3.81452579636364	3.79649526818182	3.75634736727273	5.98350206909091	6.04361318727273	6.01800849	6.00990878181818	4.58261778090909	4.57924313636363	4.60920861636363	4.55873321818182
EIF2AK3	2.68415952363636	2.38528273	2.20737725909091	2.16580672363636	2.66935941545454	2.72042716636364	2.58485574818182	2.48716051727273	2.54647716909091	16.3729729572727	2.454006	2.20373863181818	2.95116696090909	2.94983403636363	2.80242171636364	2.75372319818182
EPHA3	3.36962300363637	3.29687313	3.36894093909091	3.36101886363636	4.74234463545454	4.80350709636364	4.78322041818182	4.76993122727273	3.67657805909091	3.54868480727273	3.57690131	3.62914573181818	4.48907857090909	4.49147183636363	4.51917363636364	4.57281810818182
FGR	9.42347785363637	10.12779503	10.5173602790909	10.3515190936364	4.28217190545454	6.84608027636364	4.19606959818182	4.23979129727273	6.73928471909091	6.46607727727273	6.55738747	6.40987777181818	5.06424050090909	4.92931196636363	4.95688437636364	4.88592694818182
DCC	9.23589945363637	9.15370236	9.36312872909091	9.15703822363637	2.77075233545454	2.92989611636364	2.97735053818182	2.98460812727273	5.39322880909091	5.28772830727273	5.18294359	4.85739458181818	3.61476268090909	3.49476319636364	3.56942970636364	3.50596877818182
CHRNA4	8.09246928363637	7.4765106	7.74770263909091	7.97710166363636	2.32662278545454	2.32448619636364	2.29381090818182	2.33958171727273	4.71978410909091	4.62109625727273	4.78410024	4.55074338181818	3.05944908090909	3.02655465636364	3.12807680636363	3.08166293818182
FGF9	5.77802600363637	5.7478477	5.84808626909091	5.56590344363636	1.17723813545454	1.13415040636364	1.18854892818182	1.23180322727273	3.31414223909091	3.47000771727273	3.46690426	3.33426301181818	1.75505064090909	1.85749298636363	1.76942815636363	1.80624546818182
CHRNG	11.9614147336364	14.41861971	12.8277542190909	16.1549904636364	16.1396388254545	16.1231129163636	13.9850980381818	16.1682008672727	11.8718346790909	12.7752182772727	12.77732383	16.3898279018182	14.8417369909091	16.2928856263636	16.3086345963636	12.7496321481818
FANCG	0.696290663636365	0.710350330000001	0.808322889090906	0.673476233636364	3.40148772545454	3.22085562636364	3.25804895818182	3.35335121727273	1.05377970909091	1.05923102727273	1.1615831	1.08520249181818	2.35619271090909	2.40316905636363	2.43861504636364	2.39456016818182
CHST1	5.31799915363636	5.37792177	5.31330950909091	5.29888968363636	-0.256347834545455	-0.299111183636363	-0.266925981818183	-0.161590052727274	2.07475536909091	2.06424495727273	2.19507293	2.07339944181818	0.577579850909093	0.557987096363636	0.470958586363636	0.545850418181818
DUSP3	0.887338803636364	0.780657900000001	0.742585429090909	0.840237083636364	0.147461125454544	-0.0358720236363617	0.0786638781818176	0.0390390272727288	0.72924637909091	0.697711787272731	0.69854926	0.628737411818179	0.582834160909094	0.479517796363634	0.542940476363636	0.432177778181817
FKBP5	1.12632351363636	1.06188649	1.05908671909091	1.09634027363636	0.978428635454545	0.873781836363637	0.99959447818182	1.02536025727273	1.01111742909091	1.08791591727273	1.05372392	0.98631220181818	1.44563735090909	1.40617322636363	1.33963834636364	1.39550620818182
COX15	1.45539275363636	1.43826383	1.46758197909091	1.40278334363636	1.86321229545455	1.80953738636364	1.74655726818182	1.78015165727273	1.60881104909091	1.60416276727273	1.57882552	1.55957878181818	1.95542939090909	1.86281698636364	1.83690324636364	1.88488247818182
DFFA	0.185978663636366	0.182385849999999	0.227950479090907	0.289639253636363	1.29022283545454	1.32357133636364	1.33452263818182	1.26211006727273	0.40333891909091	0.46955348727273	0.491358170000002	0.43734796181818	1.01042426090909	1.03348627636364	1.06288644636363	1.03927340818182
CRLF1	1.55061779363637	1.54797482	1.45936125909091	1.52126237363636	3.28882197545454	3.18929904636364	3.17388746818182	3.15332763727273	1.98461480909091	1.86371325727273	1.93401815	1.82834394181818	2.92926880090909	2.85084752636363	2.75854375636364	2.80963048818182
EGFR	2.91642446363636	2.89870141	2.95399657909091	2.75841647363636	3.42783983545455	3.40517280636364	3.41832350818182	3.42968534727273	2.82988602909091	2.77057828727273	2.8004854	2.72471759181818	3.48713391090909	3.51338554636364	3.46860339636364	3.50281634818182
E2F2	5.73636765363636	5.6785172	5.64236481909091	5.66680484363636	15.5131106454545	13.1292193263636	14.8410181881818	13.6138661672727	5.91786710909091	6.00080255727273	6.21735608	6.01535953181818	7.66115427090909	7.56856842636363	7.74429820636363	7.73258731818182
DAP	0.861281153636366	0.853981740000002	0.762607889090908	0.967153803636364	3.37171707545454	3.48230859636364	3.42332922818182	3.68069646727273	1.06619408909091	1.06119861727273	0.931111940000001	1.00335895181818	2.14409036090909	2.24272230636364	2.11322166636364	2.25371982818182
CSF1R	8.69827825363636	9.16876787	8.82774370909091	8.46433039363636	2.06695419545454	2.06307853636364	2.02595663818182	1.96266718727273	4.55322574909091	4.68844899727273	4.49942381	4.44844560181818	2.84502768090909	2.89777977636363	2.77753569636364	2.83196255818182
CP	-0.115716736363634	-0.231197529999999	-0.0586721009090923	-0.106595996363637	1.46507790545454	1.37319687636364	1.48633695818182	1.43144662727273	0.133056559090907	0.102366147272729	0.138938509999999	0.207008011818179	0.861234340909093	0.920898456363634	1.03439329636364	0.972302538181818
CYP3A5	9.52869375363636	9.51405884	9.35425569909091	9.51578545363637	12.5653058054545	12.4644074263636	14.0354390381818	13.3584309172727	9.55497687909091	9.52928934727273	9.88263027	9.69285973181818	10.9204208709091	11.0066815963636	11.0695879863636	11.2078311281818
DYSF	4.77393974363637	4.64676629	4.75066182909091	4.69490453363636	4.16770441545454	4.10255894636364	4.19988629818182	4.10786058727273	4.57160977909091	4.54651485727273	4.71347181	4.51651059181818	4.57719929090909	4.63152803636363	4.50068129636363	4.52547472818182
CRYGB	13.4551591236364	14.43725571	16.1840807190909	14.2487092736364	16.1396388254545	16.1231129163636	16.1744642681818	16.1682008672727	12.4224960290909	16.3729729572727	14.11727549	12.5503192618182	16.3042081309091	16.2928856263636	16.3086345963636	16.3003630481818
FER	1.27149460363637	1.36661714	1.33750735909091	1.33906441363636	0.432642305454543	0.426093696363637	0.48651678818182	0.554659397272726	1.41993266909091	1.40610391727273	1.28221723	1.32698705181818	0.983275280909094	0.909266786363634	0.996918996363636	0.897978238181818
FGF2	1.77737719363637	1.69830317	1.73241938909091	1.77452523363636	0.588800005454544	0.604809176363638	0.57383654818182	0.666754417272728	1.47962085909091	1.41991908727273	1.53642905	1.49578754181818	1.14359253090909	1.10250115636363	1.15860856636364	1.04626669818182
DNAJC7	2.36729511363637	2.29994991	2.25886719909091	2.23031967363636	2.03947859545454	1.89961347636364	1.98815967818182	1.95841420727273	2.25442713909091	2.25623202727273	2.29042263	2.23092113181818	2.46961282090909	2.41907219636364	2.38606481636364	2.29650769818182
CYP2J2	5.38345127363636	5.31174322	5.55309107909091	5.53955259363636	1.66035528545454	1.57898034636364	1.65635500818182	1.59522752727273	3.59320482909091	3.66975044727273	3.74009073	3.63312382181818	2.31357609090909	2.31058098636364	2.31043644636364	2.25298781818182
FADD	1.22611531363637	1.19087914	1.18633408909091	1.19078423363636	2.32982526545455	2.41233649636364	2.36893863818182	2.39714984727273	1.43492593909091	1.37807554727273	1.46088289	1.41058240181818	2.18751554090909	2.10755948636363	2.09267938636363	2.15316547818182
CRP	16.1383479436364	16.13644164	11.5137213290909	16.1549904636364	10.8264575754545	10.3979058763636	10.9597866181818	11.7265727572727	12.9534866690909	12.6505037772727	12.99536287	13.6499778218182	11.7866743509091	9.87582872636364	11.4656438463636	10.4870137181818
DRD5	4.30978240363637	4.18740562	4.28255854909091	4.24171418363636	4.14962215545454	4.22498570636364	4.54428700818182	4.19450014727273	4.30385562909091	4.38536297727273	4.38827617	4.43074955181818	4.41678143090909	4.53179698636363	4.45751359636364	4.45879054818182
CYP2A13	12.6193867636364	16.13644164	16.1840807190909	11.9357083136364	11.7135202354545	13.3527766463636	13.3013887181818	16.1682008672727	13.6130546390909	14.4793757972727	15.89321422	16.3898279018182	13.3213238809091	12.1087921563636	12.6837929563636	13.3196683081818
CYP2C9	12.2035613936364	13.18772435	13.0715955790909	16.1549904636364	12.1750970754545	12.0701338663636	16.1744642681818	13.6388031172727	12.5039425790909	13.1282979672727	12.22656809	13.3662315618182	12.6073016209091	16.2928856263636	11.9540568863636	16.3003630481818
FBP2	11.3700437836364	11.07916577	10.5522442490909	11.4809013336364	6.65601930545454	7.10205925636364	6.75058523818182	6.70784237727273	9.64532482909091	9.01148274727273	9.05309567	8.95526612181818	7.64450494090909	7.78644544636364	8.01789328636363	7.58461797818182
ELK1	0.786392233636366	0.74614725	0.727231839090908	0.705793723636361	0.108364315454544	-0.0203462936363614	0.141278588181819	0.0559411572727271	0.657052739090908	0.69366920727273	0.665153150000002	0.767548871818178	0.404674290909092	0.421883566363636	0.421573516363637	0.42599785818182
DPYD	2.32235031363637	2.34696227	2.37292608909091	2.36333798363636	3.51079709545454	3.38909100636364	3.55248859818182	3.59201351727273	2.35476382909091	2.35822267727273	2.53018693	2.46251942181818	3.47340857090909	3.48841393636364	3.51023599636364	3.49206192818182
FABP4	12.4329504536364	11.46791001	11.2100376290909	11.5658517436364	7.04217304545454	7.15429396636364	7.19030899818182	7.19455472727273	9.18073028909091	9.37407991727273	9.562717	8.48149077181818	7.70677363090909	8.14160033636363	7.81489528636364	8.42464910818182
CUL4A	-0.177422866363635	-0.238338859999999	0.0053882390909088	-0.242426106363638	0.797448205454543	0.749187096363638	0.732053308181818	0.778400627272728	-0.0392259809090909	-0.0835234027272698	0.0282021499999985	-0.0592168181818202	0.595820380909093	0.553410926363636	0.530810476363637	0.480496298181819
CKS2	3.45721935363636	3.44462246	3.45261139909091	3.46834256363636	6.41781646545454	6.35306363636364	6.53733033818182	6.68024837727273	3.46314222909091	3.48759122727273	3.48932554	3.55572919181818	4.06236598090909	3.94779640636364	4.08441331636364	4.06905320818182
HPRT1	-0.505827246363634	-0.542431239999999	-0.470066670909091	-0.475641426363637	-0.475671064545455	-0.528753823636361	-0.441039471818183	-0.407842252727274	-0.461256220909092	-0.450173512727272	-0.41808919	-0.39005511818182	-0.163776749090907	-0.205782713636363	-0.148780243636363	-0.143697451818181
ABCC8	9.02546402363636	9.22788098	9.3517020590909	9.31462598363636	2.40048296545454	2.33747913636364	2.33886482818182	2.31500743727273	4.68666324909091	4.70564717727273	4.76456782	4.56697971181818	3.41511242090909	3.28432094636364	3.30030092636364	3.25704663818182
POLR2A	-0.213967736363635	-0.196079709999999	-0.152896680909091	-0.201981656363635	-0.115895854545457	-0.103611773636363	-0.157791711818181	-0.135297142727271	-0.121868610909093	-0.0111502727272708	-0.0967340400000012	-0.058515968181819	0.0173416809090909	0.0346098863636364	-0.0648463436363649	-0.0286849418181809
CNIH	-0.940461376363636	-0.931395309999999	-0.834841170909094	-0.833044856363639	-0.292452124545456	-0.395132093636363	-0.269666621818182	-0.245674532727271	-0.729500450909093	-0.73010546272727	-0.704431750000001	-0.67874001818182	-0.381498839090906	-0.427767723636364	-0.470694173636364	-0.452340731818182
CELSR1	4.41815769363636	4.46796744	4.32834136909091	4.31104330363636	11.0848342054545	10.9654896263636	11.0587600181818	11.2816446972727	4.90448772909091	4.78592312727273	4.80313864	4.80222143181818	6.22014708090909	6.29353283636364	6.20118997636364	6.34297962818182
ABCB1	4.70846710363637	4.72130636	4.86439120909091	4.71946194363636	2.65558140545454	2.66909551636364	2.66731314818182	2.71516028727273	3.95253419909091	3.79363385727273	3.85064821	3.80074743181818	3.63871330090909	3.54677018636363	3.60596162636364	3.48748716818182
ABCC6	4.70137928363636	4.74104064	4.70246300909091	4.79100344363636	8.65628346545455	9.15015095636364	8.89112959818182	8.88478339727272	4.78024927909091	4.73315809727273	4.81802521	4.78367976181818	7.08833952090909	6.86353123636363	6.84253492636364	6.55107148818182
ABCG2	2.82619227363637	2.79155909	2.81917159909091	2.78622237363636	0.921914285454545	0.839320076363638	0.929814208181817	0.943302317272728	2.31876259909091	2.28693694727273	2.19724642	2.22014631181818	1.54216328090909	1.47799248636364	1.49201676636364	1.53091680818182
CENPF	0.365659543636365	0.426522070000001	0.420926549090908	0.349879513636363	7.31718639545455	7.14816135636364	7.19838169818182	7.09020064727273	0.802656129090909	0.844234467272731	0.866433100000002	0.790819951818179	2.35996213090909	2.26750600636364	2.34942233636363	2.34330643818182
ABCC5	4.64006359363637	4.4144479	4.56658719909091	4.65943147363636	2.87629817545454	2.62045944636364	2.78801619818182	2.69882899727273	3.73919719909091	3.77841787727273	3.78898863	3.67794162181818	4.22083561090909	4.04674824636363	4.16112117636364	4.03796222818182
ABCC4	2.19609628363636	2.11825575	2.24534966909091	2.25603696363636	4.75004639545454	4.79531490636364	4.88984608818182	4.75673464727273	2.40539770909091	2.43064269727273	2.48240361	2.48696282181818	3.76817729090909	3.72703550636363	3.83379179636363	3.87850919818182
CACNA2D2	4.14342164363637	4.14646495	3.98787657909091	4.16633544363636	1.67638450545454	1.64078701636364	1.63434460818182	1.61925632727273	3.54661247909091	3.56128302727273	3.59303074	3.52491672181818	2.52646277090909	2.52560136636363	2.49389357636364	2.57698940818182
ARFGEF1	1.46030905363637	1.42304362	1.39412295909091	1.40387236363636	1.33556730545454	1.25992612636364	1.30095186818182	1.32144138727273	1.21911054909091	1.17753575727273	1.1046915	1.09555141181818	1.62527719090909	1.63008615636364	1.55742920636364	1.53264743818182
CACNG3	8.53446924363636	7.81787694	8.40550651909091	8.43857642363637	0.555698945454544	0.483386566363638	0.515830068181817	0.528243427272727	2.84154382909091	2.93175513727273	2.93675834	2.86643891181818	1.33263060090909	1.24588663636364	1.22418248636363	1.17591424818182
AP4B1	2.58683788363637	2.59520186	2.46535781909091	2.60201428363636	2.14330252545454	2.15794183636364	2.04743730818182	2.17711469727273	2.38124919909091	2.26563956727273	2.30364599	2.32812201181818	2.98508503090909	2.81924385636363	2.79269346636363	2.82807411818182
CD86	5.33816971363636	5.33862865	5.43800411909091	5.38179669363636	5.97783200545454	5.83484380636364	5.88663107818182	6.02963465727273	5.46867654909091	5.33702181727273	5.54500044	5.53290508181818	5.78182812090909	5.69235759636364	5.71890046636364	5.68613115818182
CLCA4	16.1383479436364	16.13644164	16.1840807190909	13.3101784736364	5.67990084545454	5.59278979636364	5.67675928818182	5.67976665727273	8.04211763909091	8.38678737727273	8.4536877	8.44455742181818	6.45156626090909	6.44004301636364	6.34529555636363	6.34808375818182
C11orf9	12.0507546436364	16.13644164	16.1840807190909	12.1296269236364	7.47119449545454	7.21601779636364	7.36426877818182	7.60144528727273	9.26805103909091	10.3646397672727	10.54557544	9.67778881181818	8.3308090909091	8.35042456636364	8.62403493636363	7.68798774818182
APH1A	1.27303524363636	1.25119776	1.26263689909091	1.33197197363636	2.42756687545454	2.38366135636364	2.42735008818182	2.46577323727273	1.24096449909091	1.19990764727273	1.24101365	1.19540852181818	2.39850546090909	2.34994998636363	2.43325701636364	2.43700851818182
ASB4	10.6898825136364	10.89457151	10.5618586290909	10.8451005636364	9.83800908545454	10.0852659063636	9.92337739818182	10.0558414572727	9.98777895909091	10.0683013172727	9.70574008	9.80350128181818	10.8276858409091	10.7333564363636	10.2617864063636	10.6920957481818
ACTL6B	9.55538699363636	9.44802809	9.77934772909091	9.75848706363636	1.38383871545454	1.41885173636364	1.50170806818182	1.41389775727273	3.73048102909091	3.69678178727273	3.79376485	3.78968903181818	2.45684870090909	2.41661664636364	2.56318781636363	2.44681331818182
BET1L	3.71963599363637	3.59469476	3.61157354909091	3.68460420363636	4.15606418545454	4.12706091636364	4.37209159818182	4.34564412727273	3.38041380909091	3.34239675727273	3.39710972	3.41481447181818	4.30965119090909	4.29714606636363	4.42407105636364	4.49311317818182
BET1L	1.22935237363637	1.18195707	1.20858133909091	1.20443346363636	1.88418915545454	1.79498297636364	1.73693627818182	1.80999430727273	1.11739941909091	1.10954391727273	1.06817842	1.10788673181818	1.81789019090909	1.85914689636363	1.79287841636364	1.74300055818182
